Site_ID	Date_Time	discharge_(ft3/s)	Uncertainty(±%)	conc_NO3N_mg/l	Uncertainty(±%)	load_sediment(SSC)_kg	Uncertainty(±%)
Wild Creek	3/17/2007 17:15	0.1	50	0.75	42	0.003	53
Wild Creek	3/17/2007 17:30	0.1	50	0.75	42	0.003	53
Wild Creek	3/17/2007 17:45	0.1	50	0.75	42	0.003	53
Wild Creek	3/17/2007 18:00	0.1	50	0.75	42	0.003	53
Wild Creek	3/17/2007 18:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 18:30	0.1	50	0.75	42	0.003	53
Wild Creek	3/17/2007 18:45	0.1	50	0.75	42	0.003	53
Wild Creek	3/17/2007 19:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 19:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 19:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 19:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 20:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 20:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 20:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 20:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 21:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 21:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 21:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 21:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 22:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 22:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 22:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 22:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 23:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 23:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 23:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/17/2007 23:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 0:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 0:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 0:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 0:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 1:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 1:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 1:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 1:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 2:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 2:15	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 2:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 2:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 3:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 3:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 3:30	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 3:45	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 4:00	0.1	50	0.75	42	0.002	53
Wild Creek	3/18/2007 4:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 4:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 4:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 5:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 5:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 5:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 5:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 6:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 6:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 6:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 6:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 7:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 7:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 7:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 7:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 8:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 8:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 8:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 8:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 9:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 9:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 9:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 9:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 10:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 10:15	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 10:30	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 10:45	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 11:00	0.1	50	0.75	42	0.001	53
Wild Creek	3/18/2007 11:15	0.1	50	0.25	42	0.000	53
Wild Creek	3/18/2007 11:30	0.1	50	0.25	42	0.000	53
Wild Creek	3/18/2007 11:45	0.0	50	0.25	42	0.000	53
