Site_ID	Date_Time	discharge_(ft3/s)	Uncertainty(±%)	conc_NO3N_mg/l	Uncertainty(±%)	load_sediment(SSC)_kg	Uncertainty(±%)
Wild Creek	3/18/2007 5:30	0.1		0.75		0.001	
Wild Creek	3/18/2007 5:45	0.1		0.75		0.001	
Wild Creek	3/18/2007 6:00	0.1		0.75		0.001	
Wild Creek	3/18/2007 6:15	0.1		0.75		0.001	
Wild Creek	3/18/2007 6:30	0.1		0.75		0.001	
Wild Creek	3/18/2007 6:45	0.1		0.75		0.001	
Wild Creek	3/18/2007 7:00	0.1		0.75		0.001	
Wild Creek	3/18/2007 7:15	0.1		0.75		0.001	
Wild Creek	3/18/2007 7:30	0.1		0.75		0.001	
Wild Creek	3/18/2007 7:45	0.1		0.75		0.001	
Wild Creek	3/18/2007 8:00	0.1		0.75		0.001	
Wild Creek	3/18/2007 8:15	0.1		0.75		0.001	
Wild Creek	3/18/2007 8:30	0.1		0.75		0.001	
Wild Creek	3/18/2007 8:45	0.1		0.75		0.001	
Wild Creek	3/18/2007 9:00	0.1		0.75		0.001	
Wild Creek	3/18/2007 9:15	0.1		0.75		0.001	
Wild Creek	3/18/2007 9:30	0.1		0.75		0.001	
Wild Creek	3/18/2007 9:45	0.1		0.75		0.001	
Wild Creek	3/18/2007 10:00	0.1		0.75		0.001	
Wild Creek	3/18/2007 10:15	0.1		0.75		0.001	
Wild Creek	3/18/2007 10:30	0.1		0.75		0.001	
Wild Creek	3/18/2007 10:45	0.1		0.75		0.001	
Wild Creek	3/18/2007 11:00	0.1		0.75		0.001	
Wild Creek	3/18/2007 11:15	0.1		0.25		0.000	
Wild Creek	3/18/2007 11:30	0.1		0.25		0.000	
Wild Creek	3/18/2007 11:45	0.0		0.25		0.000	
