#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2014 01 17 03 42  20  0.4  0.8 99.00 99.00 99.00 999 1007.7  26.8  29.7 999.0 99.0 99.00
2014 01 17 03 48  73  0.4  0.9 99.00 99.00 99.00 999 1007.7  26.8  29.9 999.0 99.0 99.00
2014 01 17 03 54  67  1.0  1.4 99.00 99.00 99.00 999 1007.7  26.7  29.7 999.0 99.0 99.00
2014 01 17 04 00  23  1.1  1.6 99.00 99.00 99.00 999 1007.8  26.8  29.6 999.0 99.0 99.00
2014 01 17 04 06   8  0.9  2.0 99.00 99.00 99.00 999 1007.8  26.7  29.7 999.0 99.0 99.00
2014 01 17 04 12  41  1.5  1.8 99.00 99.00 99.00 999 1007.9  26.6  29.8 999.0 99.0 99.00
2014 01 17 04 18  55  1.8  2.1 99.00 99.00 99.00 999 1008.0  26.5  29.8 999.0 99.0 99.00
2014 01 17 04 24  73  1.2  1.9 99.00 99.00 99.00 999 1008.1  26.5  29.8 999.0 99.0 99.00
2014 01 17 04 30  88  0.9  1.4 99.00 99.00 99.00 999 1008.2  26.7  29.7 999.0 99.0 99.00
2014 01 17 04 36 135  1.1  1.7 99.00 99.00 99.00 999 1008.3  26.8  29.7 999.0 99.0 99.00
2014 01 17 04 42 197  1.7  2.4 99.00 99.00 99.00 999 1008.3  26.9  29.7 999.0 99.0 99.00
2014 01 17 04 48 172  1.5  2.2 99.00 99.00 99.00 999 1008.3  26.9  29.6 999.0 99.0 99.00
2014 01 17 04 54 138  1.8  3.2 99.00 99.00 99.00 999 1008.5  27.0  29.7 999.0 99.0 99.00
2014 01 17 05 00 165  1.3  2.7 99.00 99.00 99.00 999 1008.6  27.0  29.7 999.0 99.0 99.00
2014 01 17 05 06 159  1.7  2.3 99.00 99.00 99.00 999 1008.7  27.0  29.7 999.0 99.0 99.00
2014 01 17 05 12 205  1.6  2.9 99.00 99.00 99.00 999 1008.8  27.0  29.7 999.0 99.0 99.00
2014 01 17 05 18 156  1.6  3.5 99.00 99.00 99.00 999 1008.8  27.0  29.7 999.0 99.0 99.00
2014 01 17 05 24 173  2.0  2.7 99.00 99.00 99.00 999 1009.0  27.0  29.6 999.0 99.0 99.00
2014 01 17 05 30 152  1.4  2.0 99.00 99.00 99.00 999 1009.1  27.0  29.8 999.0 99.0 99.00
2014 01 17 05 36 165  1.8  2.3 99.00 99.00 99.00 999 1009.2  26.7  29.7 999.0 99.0 99.00
2014 01 17 05 42 135  1.8  2.8 99.00 99.00 99.00 999 1009.4  27.2  29.6 999.0 99.0 99.00
2014 01 17 05 48 172  2.7  3.2 99.00 99.00 99.00 999 1009.3  27.3  29.7 999.0 99.0 99.00
2014 01 17 05 54 161  1.8  2.8 99.00 99.00 99.00 999 1009.4  27.0  29.8 999.0 99.0 99.00
2014 01 17 06 00 185  1.3  3.3 99.00 99.00 99.00 999 1009.5  27.1  29.7 999.0 99.0 99.00
2014 01 17 06 06 131  1.9  3.6 99.00 99.00 99.00 999 1009.5  27.3  29.7 999.0 99.0 99.00
2014 01 17 06 12 149  1.6  2.8 99.00 99.00 99.00 999 1009.5  27.0  29.7 999.0 99.0 99.00
2014 01 17 06 18 180  1.6  2.9 99.00 99.00 99.00 999 1009.6  26.8  29.7 999.0 99.0 99.00
2014 01 17 06 24 172  2.0  2.7 99.00 99.00 99.00 999 1009.7  26.6  29.7 999.0 99.0 99.00
2014 01 17 06 30 195  1.8  2.8 99.00 99.00 99.00 999 1009.7  26.6  29.7 999.0 99.0 99.00
2014 01 17 06 36 179  1.4  2.8 99.00 99.00 99.00 999 1009.8  26.6  29.7 999.0 99.0 99.00
2014 01 17 06 42 180  1.7  3.0 99.00 99.00 99.00 999 1009.7  27.3  29.8 999.0 99.0 99.00
2014 01 17 06 48 109  3.7  6.4 99.00 99.00 99.00 999 1010.0  26.8  29.8 999.0 99.0 99.00
2014 01 17 06 54  32  3.3  6.4 99.00 99.00 99.00 999 1010.1  26.4  29.8 999.0 99.0 99.00
2014 01 17 07 00  71  1.5  6.0 99.00 99.00 99.00 999 1010.2  26.3  29.8 999.0 99.0 99.00
2014 01 17 07 06  80  2.5  8.0 99.00 99.00 99.00 999 1010.2  26.5  29.8 999.0 99.0 99.00
2014 01 17 07 12  91  3.6  7.0 99.00 99.00 99.00 999 1010.1  26.8  29.8 999.0 99.0 99.00
2014 01 17 07 18 133  1.6  3.5 99.00 99.00 99.00 999 1010.1  26.5  29.8 999.0 99.0 99.00
2014 01 17 07 24  90  1.8  3.2 99.00 99.00 99.00 999 1010.1  26.8  29.8 999.0 99.0 99.00
2014 01 17 07 30  39  3.8  4.7 99.00 99.00 99.00 999 1010.1  26.7  29.8 999.0 99.0 99.00
2014 01 17 07 36 181  1.0  3.2 99.00 99.00 99.00 999 1010.2  26.4  29.8 999.0 99.0 99.00
2014 01 17 07 42  76  1.2  3.6 99.00 99.00 99.00 999 1010.3  26.5  29.8 999.0 99.0 99.00
2014 01 17 07 48 120  2.0  2.7 99.00 99.00 99.00 999 1010.3  26.4  29.7 999.0 99.0 99.00
2014 01 17 07 54  84  1.9  3.3 99.00 99.00 99.00 999 1010.4  26.6  29.8 999.0 99.0 99.00
2014 01 17 08 00 193  1.6  2.4 99.00 99.00 99.00 999 1010.4  25.8  29.8 999.0 99.0 99.00
2014 01 17 08 06 206  2.6  3.5 99.00 99.00 99.00 999 1010.4  25.5  29.7 999.0 99.0 99.00
2014 01 17 08 12 204  1.8  3.2 99.00 99.00 99.00 999 1010.5  25.4  29.7 999.0 99.0 99.00
2014 01 17 08 18 205  3.1  3.7 99.00 99.00 99.00 999 1010.5  25.5  29.7 999.0 99.0 99.00
2014 01 17 08 24 197  2.2  3.9 99.00 99.00 99.00 999 1010.5  25.3  29.6 999.0 99.0 99.00
2014 01 17 08 30 189  1.9  3.5 99.00 99.00 99.00 999 1010.4  25.2  29.7 999.0 99.0 99.00
2014 01 17 08 36 215  1.9  3.1 99.00 99.00 99.00 999 1010.5  25.1  29.7 999.0 99.0 99.00
2014 01 17 08 42 270  0.0  2.2 99.00 99.00 99.00 999 1010.5  25.3  29.6 999.0 99.0 99.00
2014 01 17 08 48 289  0.6  1.3 99.00 99.00 99.00 999 1010.6  25.3  29.7 999.0 99.0 99.00
2014 01 17 08 54 181  1.7  2.1 99.00 99.00 99.00 999 1010.6  25.1  29.6 999.0 99.0 99.00
2014 01 17 09 00 182  1.5  2.5 99.00 99.00 99.00 999 1010.7  24.8  29.6 999.0 99.0 99.00
2014 01 17 09 06 353  0.0  1.5 99.00 99.00 99.00 999 1010.8  24.9  29.6 999.0 99.0 99.00
2014 01 17 09 12 185  0.4  0.8 99.00 99.00 99.00 999 1010.9  24.8  29.6 999.0 99.0 99.00
2014 01 17 09 18 182  0.9  1.5 99.00 99.00 99.00 999 1010.9  24.7  29.7 999.0 99.0 99.00
2014 01 17 09 24 350  0.1  0.9 99.00 99.00 99.00 999 1010.9  24.8  29.7 999.0 99.0 99.00
2014 01 17 09 30 266  0.5  1.6 99.00 99.00 99.00 999 1010.9  24.8  29.7 999.0 99.0 99.00
2014 01 17 09 36 202  0.9  1.5 99.00 99.00 99.00 999 1010.9  24.7  29.7 999.0 99.0 99.00
2014 01 17 09 42 284  0.4  1.8 99.00 99.00 99.00 999 1010.9  24.9  29.7 999.0 99.0 99.00
2014 01 17 09 48 279  0.3  1.0 99.00 99.00 99.00 999 1010.9  24.7  29.7 999.0 99.0 99.00
2014 01 17 09 54 204  1.3  2.0 99.00 99.00 99.00 999 1010.8  24.6  29.7 999.0 99.0 99.00
2014 01 17 10 00 283  0.2  1.5 99.00 99.00 99.00 999 1010.8  24.8  29.7 999.0 99.0 99.00
2014 01 17 10 06 280  0.3  0.6 99.00 99.00 99.00 999 1010.8  24.7  29.8 999.0 99.0 99.00
2014 01 17 10 12 183  0.8  0.9 99.00 99.00 99.00 999 1010.8  24.7  29.7 999.0 99.0 99.00
2014 01 17 10 18 202  0.3  1.2 99.00 99.00 99.00 999 1010.8  24.7  29.6 999.0 99.0 99.00
2014 01 17 10 24 301  0.4  1.0 99.00 99.00 99.00 999 1010.7  24.7  29.7 999.0 99.0 99.00
2014 01 17 10 30 240  0.1  0.9 99.00 99.00 99.00 999 1010.8  24.6  29.7 999.0 99.0 99.00
2014 01 17 10 36 199  0.8  1.2 99.00 99.00 99.00 999 1010.8  24.6  29.8 999.0 99.0 99.00
2014 01 17 10 42 170  0.6  1.7 99.00 99.00 99.00 999 1010.7  24.6  29.8 999.0 99.0 99.00
2014 01 17 10 48 292  0.8  1.1 99.00 99.00 99.00 999 1010.7  24.6  29.8 999.0 99.0 99.00
2014 01 17 10 54 229  0.2  1.3 99.00 99.00 99.00 999 1010.7  24.6  29.8 999.0 99.0 99.00
2014 01 17 11 00 196  0.7  1.0 99.00 99.00 99.00 999 1010.7  24.6  29.8 999.0 99.0 99.00
2014 01 17 11 06 207  0.6  1.2 99.00 99.00 99.00 999 1010.7  24.6  29.7 999.0 99.0 99.00
2014 01 17 11 12 285  0.7  0.9 99.00 99.00 99.00 999 1010.7  24.6  29.7 999.0 99.0 99.00
2014 01 17 11 18 274  0.7  0.9 99.00 99.00 99.00 999 1010.6  24.6  29.7 999.0 99.0 99.00
2014 01 17 11 24 262  0.5  0.9 99.00 99.00 99.00 999 1010.5  24.5  29.7 999.0 99.0 99.00
2014 01 17 11 30 280  0.2  0.7 99.00 99.00 99.00 999 1010.4  24.5  29.7 999.0 99.0 99.00
2014 01 17 11 36 283  0.0  0.6 99.00 99.00 99.00 999 1010.3  24.6  29.8 999.0 99.0 99.00
2014 01 17 11 42 182  0.8  1.1 99.00 99.00 99.00 999 1010.1  24.6  29.8 999.0 99.0 99.00
2014 01 17 11 48 204  0.5  1.0 99.00 99.00 99.00 999 1010.0  24.6  29.8 999.0 99.0 99.00
2014 01 17 11 54 278  0.7  0.9 99.00 99.00 99.00 999 1009.8  24.5  29.8 999.0 99.0 99.00
2014 01 17 12 00 278  0.7  1.0 99.00 99.00 99.00 999 1009.8  24.5  29.8 999.0 99.0 99.00
2014 01 17 12 06 226  0.4  0.9 99.00 99.00 99.00 999 1009.7  24.4  29.8 999.0 99.0 99.00
2014 01 17 12 12 204  0.7  1.6 99.00 99.00 99.00 999 1009.6  24.4  29.7 999.0 99.0 99.00
2014 01 17 12 18 258  0.6  0.9 99.00 99.00 99.00 999 1009.6  24.5  29.8 999.0 99.0 99.00
2014 01 17 12 24  49  0.1  0.6 99.00 99.00 99.00 999 1009.5  24.4  29.5 999.0 99.0 99.00
2014 01 17 12 30  25  0.4  0.9 99.00 99.00 99.00 999 1009.4  24.5  29.4 999.0 99.0 99.00
2014 01 17 12 36 267  0.3  1.2 99.00 99.00 99.00 999 1009.3  24.4  29.3 999.0 99.0 99.00
2014 01 17 12 42 205  1.1  1.9 99.00 99.00 99.00 999 1009.2  24.3  29.5 999.0 99.0 99.00
2014 01 17 12 48 296  0.5  1.1 99.00 99.00 99.00 999 1009.2  24.4  29.6 999.0 99.0 99.00
2014 01 17 12 54 289  0.6  0.9 99.00 99.00 99.00 999 1009.1  24.3  29.5 999.0 99.0 99.00
2014 01 17 13 00 207  0.0  1.0 99.00 99.00 99.00 999 1009.1  24.3  29.4 999.0 99.0 99.00
2014 01 17 13 06 132  0.3  0.8 99.00 99.00 99.00 999 1009.2  24.5  29.6 999.0 99.0 99.00
2014 01 17 13 12 195  0.6  1.4 99.00 99.00 99.00 999 1009.2  24.5  29.6 999.0 99.0 99.00
2014 01 17 13 18 326  0.5  1.5 99.00 99.00 99.00 999 1009.3  24.5  29.6 999.0 99.0 99.00
2014 01 17 13 24 222  0.9  1.5 99.00 99.00 99.00 999 1009.2  24.2  29.4 999.0 99.0 99.00
2014 01 17 13 30 195  1.6  2.5 99.00 99.00 99.00 999 1009.2  24.4  29.3 999.0 99.0 99.00
2014 01 17 13 36 254  0.8  1.7 99.00 99.00 99.00 999 1009.2  24.3  29.3 999.0 99.0 99.00
2014 01 17 13 42 276  1.0  1.3 99.00 99.00 99.00 999 1009.2  24.2  29.3 999.0 99.0 99.00
2014 01 17 13 48 255  0.2  1.0 99.00 99.00 99.00 999 1009.1  24.3  29.2 999.0 99.0 99.00
2014 01 17 13 54 232  0.1  1.4 99.00 99.00 99.00 999 1009.1  24.4  29.3 999.0 99.0 99.00
2014 01 17 14 00 354  0.0  0.6 99.00 99.00 99.00 999 1009.2  24.4  29.3 999.0 99.0 99.00
2014 01 17 14 06  44  0.5  1.0 99.00 99.00 99.00 999 1009.2  24.5  29.3 999.0 99.0 99.00
2014 01 17 14 12 189  1.2  1.6 99.00 99.00 99.00 999 1009.2  24.5  29.2 999.0 99.0 99.00
2014 01 17 14 18 145  0.4  1.9 99.00 99.00 99.00 999 1009.2  24.5  29.2 999.0 99.0 99.00
2014 01 17 14 24 228  0.9  1.7 99.00 99.00 99.00 999 1009.2  24.6  29.1 999.0 99.0 99.00
2014 01 17 14 30 244  0.8  1.2 99.00 99.00 99.00 999 1009.1  24.7  29.2 999.0 99.0 99.00
2014 01 17 14 36 283  0.3  1.0 99.00 99.00 99.00 999 1009.1  24.6  29.2 999.0 99.0 99.00
2014 01 17 14 42 256  0.4  1.4 99.00 99.00 99.00 999 1009.0  24.7  29.1 999.0 99.0 99.00
2014 01 17 14 48 179  1.0  1.5 99.00 99.00 99.00 999 1009.1  24.9  29.1 999.0 99.0 99.00
2014 01 17 14 54 358  0.3  0.9 99.00 99.00 99.00 999 1009.1  24.8  29.1 999.0 99.0 99.00
2014 01 17 15 00 223  0.3  0.7 99.00 99.00 99.00 999 1009.1  24.8  29.1 999.0 99.0 99.00
2014 01 17 15 06 189  0.0  0.3 99.00 99.00 99.00 999 1009.2  24.9  29.1 999.0 99.0 99.00
2014 01 17 15 12 162  0.7  1.0 99.00 99.00 99.00 999 1009.2  24.9  29.1 999.0 99.0 99.00
2014 01 17 15 18 187  1.3  1.7 99.00 99.00 99.00 999 1009.1  24.8  29.1 999.0 99.0 99.00
2014 01 17 15 24 294  0.8  1.6 99.00 99.00 99.00 999 1009.1  24.9  29.1 999.0 99.0 99.00
2014 01 17 15 30 131  0.3  1.3 99.00 99.00 99.00 999 1009.1  24.8  29.1 999.0 99.0 99.00
2014 01 17 15 36 178  1.0  1.4 99.00 99.00 99.00 999 1009.1  25.1  29.1 999.0 99.0 99.00
2014 01 17 15 42 295  1.1  1.6 99.00 99.00 99.00 999 1009.2  24.9  29.1 999.0 99.0 99.00
2014 01 17 15 48 191  0.4  1.6 99.00 99.00 99.00 999 1009.2  24.8  29.1 999.0 99.0 99.00
2014 01 17 15 54 177  1.4  1.6 99.00 99.00 99.00 999 1009.4  24.8  29.1 999.0 99.0 99.00
2014 01 17 16 00 196  1.7  2.0 99.00 99.00 99.00 999 1009.4  24.9  29.1 999.0 99.0 99.00
2014 01 17 16 06 260  0.6  2.0 99.00 99.00 99.00 999 1009.4  25.0  29.1 999.0 99.0 99.00
2014 01 17 16 12 254  1.4  2.3 99.00 99.00 99.00 999 1009.4  24.7  29.1 999.0 99.0 99.00
2014 01 17 16 18 263  0.3  1.0 99.00 99.00 99.00 999 1009.5  24.8  29.1 999.0 99.0 99.00
2014 01 17 16 24 196  0.5  1.8 99.00 99.00 99.00 999 1009.6  24.9  29.1 999.0 99.0 99.00
2014 01 17 16 30 278  0.1  0.6 99.00 99.00 99.00 999 1009.6  25.1  29.0 999.0 99.0 99.00
2014 01 17 16 36 183  0.9  1.0 99.00 99.00 99.00 999 1009.6  25.0  29.0 999.0 99.0 99.00
2014 01 17 16 42 192  1.1  1.8 99.00 99.00 99.00 999 1009.7  25.1  29.0 999.0 99.0 99.00
2014 01 17 16 48 275  0.4  1.1 99.00 99.00 99.00 999 1009.7  25.1  29.0 999.0 99.0 99.00
2014 01 17 16 54 242  0.0  0.8 99.00 99.00 99.00 999 1009.8  25.0  29.0 999.0 99.0 99.00
2014 01 17 17 00 297  0.8  1.4 99.00 99.00 99.00 999 1009.8  25.0  29.0 999.0 99.0 99.00
2014 01 17 17 06 207  0.7  1.5 99.00 99.00 99.00 999 1009.8  25.1  29.0 999.0 99.0 99.00
2014 01 17 17 12 345  0.4  1.2 99.00 99.00 99.00 999 1009.9  25.0  29.0 999.0 99.0 99.00
2014 01 17 17 18 274  1.7  2.2 99.00 99.00 99.00 999 1010.0  24.7  29.0 999.0 99.0 99.00
2014 01 17 17 24 197  0.6  1.5 99.00 99.00 99.00 999 1010.0  24.9  29.0 999.0 99.0 99.00
2014 01 17 17 30 221  0.7  1.5 99.00 99.00 99.00 999 1010.2  25.2  29.2 999.0 99.0 99.00
2014 01 17 17 36 274  0.5  1.8 99.00 99.00 99.00 999 1010.3  25.1  29.3 999.0 99.0 99.00
2014 01 17 17 42 188  1.2  1.9 99.00 99.00 99.00 999 1010.4  25.3  29.3 999.0 99.0 99.00
2014 01 17 17 48 271  0.1  1.9 99.00 99.00 99.00 999 1010.4  25.5  29.1 999.0 99.0 99.00
2014 01 17 17 54  39  0.2  0.9 99.00 99.00 99.00 999 1010.5  25.8  29.1 999.0 99.0 99.00
2014 01 17 18 00 310  0.4  0.9 99.00 99.00 99.00 999 1010.6  26.2  29.2 999.0 99.0 99.00
2014 01 17 18 06 297  0.8  1.3 99.00 99.00 99.00 999 1010.7  25.9  29.1 999.0 99.0 99.00
2014 01 17 18 12 190  1.0  1.2 99.00 99.00 99.00 999 1010.7  26.1  29.1 999.0 99.0 99.00
2014 01 17 18 18 167  0.4  1.1 99.00 99.00 99.00 999 1010.7  26.3  29.2 999.0 99.0 99.00
2014 01 17 18 24 288  0.8  1.3 99.00 99.00 99.00 999 1010.8  26.7  29.1 999.0 99.0 99.00
2014 01 17 18 30 160  0.5  0.9 99.00 99.00 99.00 999 1010.9  27.2  29.1 999.0 99.0 99.00
2014 01 17 18 36 145  0.8  1.1 99.00 99.00 99.00 999 1011.0  27.1  29.1 999.0 99.0 99.00
2014 01 17 18 42 179  1.0  1.4 99.00 99.00 99.00 999 1011.1  27.2  29.1 999.0 99.0 99.00
2014 01 17 18 48 175  0.5  1.4 99.00 99.00 99.00 999 1011.2  27.5  29.1 999.0 99.0 99.00
2014 01 17 18 54 215  0.2  0.5 99.00 99.00 99.00 999 1011.3  28.2  29.1 999.0 99.0 99.00
2014 01 17 19 00 146  0.8  1.3 99.00 99.00 99.00 999 1011.3  27.8  29.1 999.0 99.0 99.00
2014 01 17 19 06 219  0.6  1.6 99.00 99.00 99.00 999 1011.3  28.1  29.1 999.0 99.0 99.00
2014 01 17 19 12 217  0.9  1.4 99.00 99.00 99.00 999 1011.4  27.8  29.1 999.0 99.0 99.00
2014 01 17 19 18 226  1.1  2.2 99.00 99.00 99.00 999 1011.4  27.9  29.1 999.0 99.0 99.00
2014 01 17 19 24 176  0.9  1.9 99.00 99.00 99.00 999 1011.4  28.0  29.1 999.0 99.0 99.00
2014 01 17 19 30 196  1.9  2.6 99.00 99.00 99.00 999 1011.3  28.0  29.1 999.0 99.0 99.00
2014 01 17 19 36 173  1.1  2.6 99.00 99.00 99.00 999 1011.4  28.2  29.1 999.0 99.0 99.00
2014 01 17 19 42  83  1.2  1.7 99.00 99.00 99.00 999 1011.4  28.6  29.1 999.0 99.0 99.00
2014 01 17 19 48 132  1.9  2.9 99.00 99.00 99.00 999 1011.3  28.7  29.1 999.0 99.0 99.00
2014 01 17 19 54 127  3.3  4.3 99.00 99.00 99.00 999 1011.3  28.8  29.1 999.0 99.0 99.00
2014 01 17 20 00 133  2.5  4.1 99.00 99.00 99.00 999 1011.2  28.9  29.1 999.0 99.0 99.00
2014 01 17 20 06 106  4.2  5.6 99.00 99.00 99.00 999 1011.2  28.9  29.3 999.0 99.0 99.00
2014 01 17 20 12 136  2.8  4.4 99.00 99.00 99.00 999 1011.2  28.9  29.5 999.0 99.0 99.00
2014 01 17 20 18  81  2.4  4.5 99.00 99.00 99.00 999 1011.2  29.2  29.2 999.0 99.0 99.00
2014 01 17 20 24  92  2.2  5.4 99.00 99.00 99.00 999 1011.1  29.3  29.1 999.0 99.0 99.00
2014 01 17 20 30  96  3.5  4.7 99.00 99.00 99.00 999 1011.0  29.1  29.1 999.0 99.0 99.00
2014 01 17 20 36  98  2.9  4.8 99.00 99.00 99.00 999 1011.0  29.2  29.1 999.0 99.0 99.00
2014 01 17 20 42 119  3.5  4.3 99.00 99.00 99.00 999 1011.0  29.6  29.2 999.0 99.0 99.00
2014 01 17 20 48 101  3.5  4.5 99.00 99.00 99.00 999 1010.9  29.4  29.2 999.0 99.0 99.00
2014 01 17 20 54  84  2.2  4.2 99.00 99.00 99.00 999 1010.9  29.8  29.2 999.0 99.0 99.00
2014 01 17 21 00 110  2.1  5.8 99.00 99.00 99.00 999 1010.8  29.7  29.2 999.0 99.0 99.00
2014 01 17 21 06  79  1.4  5.3 99.00 99.00 99.00 999 1010.9  29.6  29.4 999.0 99.0 99.00
2014 01 17 21 12 112  1.9  4.7 99.00 99.00 99.00 999 1010.9  29.8  29.4 999.0 99.0 99.00
2014 01 17 21 18  73  3.2  6.3 99.00 99.00 99.00 999 1011.0  29.1  29.3 999.0 99.0 99.00
2014 01 17 21 24  58  4.0  6.2 99.00 99.00 99.00 999 1010.9  29.1  29.3 999.0 99.0 99.00
2014 01 17 21 30  43  2.9  5.0 99.00 99.00 99.00 999 1010.8  29.8  29.3 999.0 99.0 99.00
2014 01 17 21 36  71  1.8  3.9 99.00 99.00 99.00 999 1010.8  29.5  29.2 999.0 99.0 99.00
2014 01 17 21 42  61  2.4  5.7 99.00 99.00 99.00 999 1010.7  29.4  29.3 999.0 99.0 99.00
2014 01 17 21 48  70  2.0  3.3 99.00 99.00 99.00 999 1010.7  29.2  29.3 999.0 99.0 99.00
2014 01 17 21 54  43  6.8  9.0 99.00 99.00 99.00 999 1010.8  27.9  29.3 999.0 99.0 99.00
2014 01 17 22 00  36  4.2  7.3 99.00 99.00 99.00 999 1010.9  28.5  29.3 999.0 99.0 99.00
2014 01 17 22 06  57  4.1 10.6 99.00 99.00 99.00 999 1010.8  28.2  29.3 999.0 99.0 99.00
2014 01 17 22 12  64  5.1  8.3 99.00 99.00 99.00 999 1010.8  28.1  29.3 999.0 99.0 99.00
2014 01 17 22 18  72  5.0  8.5 99.00 99.00 99.00 999 1010.7  28.1  29.3 999.0 99.0 99.00
2014 01 17 22 24  75  2.9  6.2 99.00 99.00 99.00 999 1010.6  28.3  29.3 999.0 99.0 99.00
2014 01 17 22 30  74  2.4  8.5 99.00 99.00 99.00 999 1010.6  28.2  29.3 999.0 99.0 99.00
2014 01 17 22 36  87  2.7  6.1 99.00 99.00 99.00 999 1010.6  28.3  29.3 999.0 99.0 99.00
2014 01 17 22 42  46  2.3  5.7 99.00 99.00 99.00 999 1010.6  28.7  29.4 999.0 99.0 99.00
2014 01 17 22 48  92  2.6  5.9 99.00 99.00 99.00 999 1010.4  28.4  29.6 999.0 99.0 99.00
2014 01 17 22 54  91  4.1  6.7 99.00 99.00 99.00 999 1010.4  28.3  29.6 999.0 99.0 99.00
2014 01 17 23 00  89  5.4  8.6 99.00 99.00 99.00 999 1010.4  28.2  29.7 999.0 99.0 99.00
2014 01 17 23 06 118  3.3  5.4 99.00 99.00 99.00 999 1010.4  28.8  29.8 999.0 99.0 99.00
2014 01 17 23 12 134  3.7  5.4 99.00 99.00 99.00 999 1010.4  29.1  29.8 999.0 99.0 99.00
2014 01 17 23 18  39  3.1  5.0 99.00 99.00 99.00 999 1010.4  28.8  29.9 999.0 99.0 99.00
2014 01 17 23 24 274  0.4  2.3 99.00 99.00 99.00 999 1010.4  30.5  29.8 999.0 99.0 99.00
2014 01 17 23 30  74  3.1  5.1 99.00 99.00 99.00 999 1010.4  28.6  29.9 999.0 99.0 99.00
2014 01 17 23 36 350  1.0  3.6 99.00 99.00 99.00 999 1010.4  29.8  29.8 999.0 99.0 99.00
2014 01 17 23 42  72  2.9  6.6 99.00 99.00 99.00 999 1010.3  28.9  29.9 999.0 99.0 99.00
2014 01 17 23 48 111  2.4  5.7 99.00 99.00 99.00 999 1010.3  29.3  30.0 999.0 99.0 99.00
2014 01 17 23 54  82  3.3  4.7 99.00 99.00 99.00 999 1010.3  28.7  30.0 999.0 99.0 99.00
2014 01 18 00 00  78  5.4  6.2 99.00 99.00 99.00 999 1010.3  28.7  29.9 999.0 99.0 99.00
2014 01 18 00 06  96  4.4  5.8 99.00 99.00 99.00 999 1010.2  29.0  29.9 999.0 99.0 99.00
2014 01 18 00 12 102  2.9  6.8 99.00 99.00 99.00 999 1010.2  29.2  29.9 999.0 99.0 99.00
2014 01 18 00 18 133  3.1  5.0 99.00 99.00 99.00 999 1010.2  29.6  30.0 999.0 99.0 99.00
2014 01 18 00 24  70  2.0  7.5 99.00 99.00 99.00 999 1010.2  29.0  30.0 999.0 99.0 99.00
2014 01 18 00 30  72  2.9  7.9 99.00 99.00 99.00 999 1010.2  28.7  30.0 999.0 99.0 99.00
2014 01 18 00 36 101  2.9  8.5 99.00 99.00 99.00 999 1010.1  29.0  30.0 999.0 99.0 99.00
2014 01 18 00 42 122  2.9  4.4 99.00 99.00 99.00 999 1010.1  29.6  30.0 999.0 99.0 99.00
2014 01 18 00 48  85  2.9  5.1 99.00 99.00 99.00 999 1010.0  29.0  30.0 999.0 99.0 99.00
2014 01 18 00 54 110  3.5  7.8 99.00 99.00 99.00 999 1010.0  29.3  30.0 999.0 99.0 99.00
2014 01 18 01 00 113  2.2  5.5 99.00 99.00 99.00 999 1010.0  29.5  30.0 999.0 99.0 99.00
2014 01 18 01 06  87  3.6  4.9 99.00 99.00 99.00 999 1010.0  29.0  29.8 999.0 99.0 99.00
2014 01 18 01 12  75  3.4  6.3 99.00 99.00 99.00 999 1009.9  28.7  29.9 999.0 99.0 99.00
2014 01 18 01 18  87  3.9  6.3 99.00 99.00 99.00 999 1009.8  28.7  30.0 999.0 99.0 99.00
2014 01 18 01 24  88  4.7  5.9 99.00 99.00 99.00 999 1009.8  28.8  29.7 999.0 99.0 99.00
2014 01 18 01 30 106  4.4  5.2 99.00 99.00 99.00 999 1009.7  28.9  29.9 999.0 99.0 99.00
2014 01 18 01 36  91  3.5  5.3 99.00 99.00 99.00 999 1009.7  29.2  29.9 999.0 99.0 99.00
2014 01 18 01 42 117  2.6  4.9 99.00 99.00 99.00 999 1009.7  29.8  29.9 999.0 99.0 99.00
2014 01 18 01 48  89  3.9  5.6 99.00 99.00 99.00 999 1009.8  28.9  29.7 999.0 99.0 99.00
2014 01 18 01 54 130  1.5  5.0 99.00 99.00 99.00 999 1009.8  29.4  29.7 999.0 99.0 99.00
2014 01 18 02 00 100  2.7  5.7 99.00 99.00 99.00 999 1009.7  29.0  29.6 999.0 99.0 99.00
2014 01 18 02 06 101  3.0  6.4 99.00 99.00 99.00 999 1009.8  28.7  29.6 999.0 99.0 99.00
2014 01 18 02 12  87  3.1  5.8 99.00 99.00 99.00 999 1009.8  28.8  29.4 999.0 99.0 99.00
2014 01 18 02 18 129  4.0  6.3 99.00 99.00 99.00 999 1009.8  29.3  29.5 999.0 99.0 99.00
2014 01 18 02 24 108  2.8  6.9 99.00 99.00 99.00 999 1009.8  28.4  29.5 999.0 99.0 99.00
2014 01 18 02 30  87  4.7  9.1 99.00 99.00 99.00 999 1009.7  28.3  29.7 999.0 99.0 99.00
2014 01 18 02 36  30  2.7  6.7 99.00 99.00 99.00 999 1009.7  28.3  29.8 999.0 99.0 99.00
2014 01 18 02 42  53  3.4  7.7 99.00 99.00 99.00 999 1009.5  27.9  30.0 999.0 99.0 99.00
