#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2014 01 07 04 12 270  6.3 11.7 99.00 99.00 99.00 999 1005.1  26.4  29.0 999.0 99.0 99.00
2014 01 07 04 18 264  7.2 10.9 99.00 99.00 99.00 999 1004.9  26.5  29.0 999.0 99.0 99.00
2014 01 07 04 24 266  6.5 10.2 99.00 99.00 99.00 999 1005.1  26.4  29.0 999.0 99.0 99.00
2014 01 07 04 30 293  7.8 10.0 99.00 99.00 99.00 999 1005.1  26.4  29.0 999.0 99.0 99.00
2014 01 07 04 36 280  6.9  9.2 99.00 99.00 99.00 999 1005.1  26.4  29.0 999.0 99.0 99.00
2014 01 07 04 42 281  5.3 10.5 99.00 99.00 99.00 999 1005.2  26.4  29.0 999.0 99.0 99.00
2014 01 07 04 48 271  6.6  9.5 99.00 99.00 99.00 999 1005.3  26.5  29.0 999.0 99.0 99.00
2014 01 07 04 54 269  6.9  9.8 99.00 99.00 99.00 999 1005.2  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 00 281  7.5 12.5 99.00 99.00 99.00 999 1005.3  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 06 284  5.9 12.8 99.00 99.00 99.00 999 1005.3  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 12 261  8.5 13.9 99.00 99.00 99.00 999 1005.2  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 18 268  8.4 14.2 99.00 99.00 99.00 999 1005.5  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 24 290  7.0 10.2 99.00 99.00 99.00 999 1005.5  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 30 280  7.2 12.7 99.00 99.00 99.00 999 1005.5  26.6  29.0 999.0 99.0 99.00
2014 01 07 05 36 273  7.7 10.9 99.00 99.00 99.00 999 1005.4  26.5  29.0 999.0 99.0 99.00
2014 01 07 05 42 271  6.9 10.7 99.00 99.00 99.00 999 1005.5  26.4  29.0 999.0 99.0 99.00
2014 01 07 05 48 260  5.8 10.4 99.00 99.00 99.00 999 1005.4  26.4  29.0 999.0 99.0 99.00
2014 01 07 05 54 253  6.6 13.7 99.00 99.00 99.00 999 1005.4  26.5  29.0 999.0 99.0 99.00
2014 01 07 06 00 273  5.6 12.8 99.00 99.00 99.00 999 1005.5  26.5  29.0 999.0 99.0 99.00
2014 01 07 06 06 275  6.9 11.9 99.00 99.00 99.00 999 1005.5  26.6  29.0 999.0 99.0 99.00
2014 01 07 06 12 256  5.6 10.9 99.00 99.00 99.00 999 1005.5  26.5  29.0 999.0 99.0 99.00
2014 01 07 06 18 253  6.1 11.4 99.00 99.00 99.00 999 1005.5  26.5  29.0 999.0 99.0 99.00
2014 01 07 06 24 264  6.7 11.9 99.00 99.00 99.00 999 1005.7  26.5  29.0 999.0 99.0 99.00
2014 01 07 06 30 264  6.5 10.1 99.00 99.00 99.00 999 1005.7  26.5  29.0 999.0 99.0 99.00
2014 01 07 06 36 260  6.2 11.0 99.00 99.00 99.00 999 1005.6  26.4  29.0 999.0 99.0 99.00
2014 01 07 06 42 271  5.7 11.0 99.00 99.00 99.00 999 1005.4  26.4  29.0 999.0 99.0 99.00
2014 01 07 06 48 245  7.0 12.6 99.00 99.00 99.00 999 1005.3  26.4  29.0 999.0 99.0 99.00
2014 01 07 06 54 251  6.5 11.1 99.00 99.00 99.00 999 1005.4  26.5  29.0 999.0 99.0 99.00
2014 01 07 07 00 254  5.3 12.3 99.00 99.00 99.00 999 1005.5  26.6  29.0 999.0 99.0 99.00
2014 01 07 07 06 257  4.6 11.8 99.00 99.00 99.00 999 1005.5  26.7  29.0 999.0 99.0 99.00
2014 01 07 07 12 261  7.0 10.8 99.00 99.00 99.00 999 1005.6  26.7  29.0 999.0 99.0 99.00
2014 01 07 07 18 255  7.0 10.8 99.00 99.00 99.00 999 1005.5  26.7  29.0 999.0 99.0 99.00
2014 01 07 07 24 263  7.4 12.8 99.00 99.00 99.00 999 1005.4  26.7  29.0 999.0 99.0 99.00
2014 01 07 07 30 259  6.0 12.2 99.00 99.00 99.00 999 1005.5  26.8  29.0 999.0 99.0 99.00
2014 01 07 07 36 258  6.7 12.2 99.00 99.00 99.00 999 1005.6  26.9  29.0 999.0 99.0 99.00
2014 01 07 07 42 255  6.9 12.2 99.00 99.00 99.00 999 1005.7  26.9  29.0 999.0 99.0 99.00
2014 01 07 07 48 252  6.5 12.6 99.00 99.00 99.00 999 1005.6  26.9  29.0 999.0 99.0 99.00
2014 01 07 07 54 251  8.2 14.1 99.00 99.00 99.00 999 1005.8  26.7  29.0 999.0 99.0 99.00
2014 01 07 08 00 259  6.4 15.2 99.00 99.00 99.00 999 1005.6  26.7  29.0 999.0 99.0 99.00
2014 01 07 08 06 251  6.7 12.6 99.00 99.00 99.00 999 1005.7  26.7  29.0 999.0 99.0 99.00
2014 01 07 08 12 248  7.0 14.3 99.00 99.00 99.00 999 1005.9  26.9  29.0 999.0 99.0 99.00
2014 01 07 08 18 244  7.5 12.9 99.00 99.00 99.00 999 1005.8  26.9  29.0 999.0 99.0 99.00
2014 01 07 08 24 248  6.2 15.8 99.00 99.00 99.00 999 1005.8  26.8  29.0 999.0 99.0 99.00
2014 01 07 08 30 240  7.8 14.6 99.00 99.00 99.00 999 1005.9  27.0  29.0 999.0 99.0 99.00
2014 01 07 08 36 252  8.2 12.8 99.00 99.00 99.00 999 1005.7  26.8  29.0 999.0 99.0 99.00
2014 01 07 08 42 241  7.7 13.6 99.00 99.00 99.00 999 1005.7  26.8  29.0 999.0 99.0 99.00
2014 01 07 08 48 247  5.3 14.0 99.00 99.00 99.00 999 1006.0  26.8  29.0 999.0 99.0 99.00
2014 01 07 08 54 246  8.0 13.1 99.00 99.00 99.00 999 1005.8  26.9  29.0 999.0 99.0 99.00
2014 01 07 09 00 248  8.8 13.1 99.00 99.00 99.00 999 1006.0  27.0  29.0 999.0 99.0 99.00
2014 01 07 09 06 250  8.7 14.6 99.00 99.00 99.00 999 1006.1  27.0  29.0 999.0 99.0 99.00
2014 01 07 09 12 257  5.5 12.7 99.00 99.00 99.00 999 1006.2  27.0  29.0 999.0 99.0 99.00
2014 01 07 09 18 239  8.0 12.7 99.00 99.00 99.00 999 1006.1  27.1  29.0 999.0 99.0 99.00
2014 01 07 09 24 236  6.6 12.6 99.00 99.00 99.00 999 1006.1  27.1  29.0 999.0 99.0 99.00
2014 01 07 09 30 234  7.0 12.3 99.00 99.00 99.00 999 1006.0  27.1  28.9 999.0 99.0 99.00
2014 01 07 09 36 252  8.8 14.7 99.00 99.00 99.00 999 1006.2  27.2  28.9 999.0 99.0 99.00
2014 01 07 09 42 254  6.4 14.9 99.00 99.00 99.00 999 1006.0  27.1  28.9 999.0 99.0 99.00
2014 01 07 09 48 246  4.7 11.4 99.00 99.00 99.00 999 1005.9  27.1  28.9 999.0 99.0 99.00
2014 01 07 09 54 238  5.1 10.4 99.00 99.00 99.00 999 1006.0  27.1  28.9 999.0 99.0 99.00
2014 01 07 10 00 234  6.6 12.5 99.00 99.00 99.00 999 1005.9  27.0  29.0 999.0 99.0 99.00
2014 01 07 10 06 229  5.6 11.1 99.00 99.00 99.00 999 1005.8  27.0  28.9 999.0 99.0 99.00
2014 01 07 10 12 230  4.6  9.2 99.00 99.00 99.00 999 1005.8  26.7  28.9 999.0 99.0 99.00
2014 01 07 10 18 212  3.1  5.8 99.00 99.00 99.00 999 1005.7  26.5  28.9 999.0 99.0 99.00
2014 01 07 10 24 220  3.1  7.2 99.00 99.00 99.00 999 1005.6  26.3  29.0 999.0 99.0 99.00
2014 01 07 10 30 240  6.0 10.9 99.00 99.00 99.00 999 1005.7  26.6  29.0 999.0 99.0 99.00
2014 01 07 10 36 239  6.7 11.4 99.00 99.00 99.00 999 1005.5  26.8  29.0 999.0 99.0 99.00
2014 01 07 10 42 220  5.7  9.8 99.00 99.00 99.00 999 1005.3  26.7  28.9 999.0 99.0 99.00
2014 01 07 10 48 219  5.1  7.6 99.00 99.00 99.00 999 1005.2  26.8  29.0 999.0 99.0 99.00
2014 01 07 10 54 233  6.4 13.0 99.00 99.00 99.00 999 1005.2  26.9  29.0 999.0 99.0 99.00
2014 01 07 11 00 231  5.8 10.8 99.00 99.00 99.00 999 1005.2  26.8  29.0 999.0 99.0 99.00
2014 01 07 11 06 245  5.3 11.1 99.00 99.00 99.00 999 1005.1  26.9  29.0 999.0 99.0 99.00
2014 01 07 11 12 228  5.0  9.6 99.00 99.00 99.00 999 1004.9  27.0  29.0 999.0 99.0 99.00
2014 01 07 11 18 215  3.4 11.3 99.00 99.00 99.00 999 1004.8  26.9  29.0 999.0 99.0 99.00
2014 01 07 11 24 236  6.5 10.4 99.00 99.00 99.00 999 1004.8  27.0  29.0 999.0 99.0 99.00
2014 01 07 11 30 240  5.5  9.6 99.00 99.00 99.00 999 1004.6  26.9  29.0 999.0 99.0 99.00
2014 01 07 11 36 206  5.5 10.8 99.00 99.00 99.00 999 1004.6  26.5  29.0 999.0 99.0 99.00
2014 01 07 11 42 205  3.6  7.2 99.00 99.00 99.00 999 1004.7  26.4  29.0 999.0 99.0 99.00
2014 01 07 11 48 213  2.6  6.1 99.00 99.00 99.00 999 1004.6  26.2  29.0 999.0 99.0 99.00
2014 01 07 11 54 237  4.3  7.6 99.00 99.00 99.00 999 1004.5  26.3  29.0 999.0 99.0 99.00
2014 01 07 12 00 223  4.4  7.6 99.00 99.00 99.00 999 1004.4  26.3  28.9 999.0 99.0 99.00
2014 01 07 12 06 222  4.7  7.0 99.00 99.00 99.00 999 1004.3  26.3  28.9 999.0 99.0 99.00
2014 01 07 12 12 224  4.5  8.3 99.00 99.00 99.00 999 1004.2  26.3  28.9 999.0 99.0 99.00
2014 01 07 12 18 232  3.4  9.7 99.00 99.00 99.00 999 1004.0  26.5  28.9 999.0 99.0 99.00
2014 01 07 12 24 230  3.5  8.0 99.00 99.00 99.00 999 1004.0  26.6  28.9 999.0 99.0 99.00
2014 01 07 12 30 242  4.5  9.5 99.00 99.00 99.00 999 1003.9  26.6  28.9 999.0 99.0 99.00
2014 01 07 12 36 249  8.2 12.1 99.00 99.00 99.00 999 1003.6  26.8  28.9 999.0 99.0 99.00
2014 01 07 12 42 232  7.3 14.5 99.00 99.00 99.00 999 1003.6  26.7  28.9 999.0 99.0 99.00
2014 01 07 12 48 233  8.9 13.4 99.00 99.00 99.00 999 1003.6  26.7  28.9 999.0 99.0 99.00
2014 01 07 12 54 220  6.1 15.9 99.00 99.00 99.00 999 1003.6  26.7  28.9 999.0 99.0 99.00
2014 01 07 13 00 228  5.3 14.5 99.00 99.00 99.00 999 1003.6  26.7  28.9 999.0 99.0 99.00
2014 01 07 13 06 234  4.0 10.4 99.00 99.00 99.00 999 1003.5  26.7  28.9 999.0 99.0 99.00
2014 01 07 13 12 241  6.7 11.4 99.00 99.00 99.00 999 1003.5  26.7  28.9 999.0 99.0 99.00
2014 01 07 13 18 246  7.5 14.1 99.00 99.00 99.00 999 1003.8  26.8  28.9 999.0 99.0 99.00
2014 01 07 13 24 250  8.9 13.3 99.00 99.00 99.00 999 1003.5  26.8  28.9 999.0 99.0 99.00
2014 01 07 13 30 250  6.2 14.0 99.00 99.00 99.00 999 1003.4  26.8  28.9 999.0 99.0 99.00
2014 01 07 13 36 246  6.8 12.3 99.00 99.00 99.00 999 1003.4  26.8  28.9 999.0 99.0 99.00
2014 01 07 13 42 235  6.5 11.3 99.00 99.00 99.00 999 1003.4  26.7  28.9 999.0 99.0 99.00
2014 01 07 13 48 244  7.6 13.8 99.00 99.00 99.00 999 1003.3  26.8  28.9 999.0 99.0 99.00
2014 01 07 13 54 227  2.5 13.4 99.00 99.00 99.00 999 1003.4  26.8  28.9 999.0 99.0 99.00
2014 01 07 14 00 223  4.9 11.8 99.00 99.00 99.00 999 1003.5  26.9  28.9 999.0 99.0 99.00
2014 01 07 14 06 219  7.5 12.4 99.00 99.00 99.00 999 1003.2  27.0  28.9 999.0 99.0 99.00
2014 01 07 14 12 245  6.1 10.3 99.00 99.00 99.00 999 1003.2  26.6  28.9 999.0 99.0 99.00
2014 01 07 14 18 226  6.1 11.5 99.00 99.00 99.00 999 1003.3  26.7  28.9 999.0 99.0 99.00
2014 01 07 14 24 226  6.3 10.2 99.00 99.00 99.00 999 1003.3  26.5  28.9 999.0 99.0 99.00
2014 01 07 14 30 228  7.4 12.0 99.00 99.00 99.00 999 1003.3  26.4  28.9 999.0 99.0 99.00
2014 01 07 14 36 226  4.5 10.3 99.00 99.00 99.00 999 1003.3  26.4  28.9 999.0 99.0 99.00
2014 01 07 14 42 236  4.8  9.5 99.00 99.00 99.00 999 1003.3  26.3  28.9 999.0 99.0 99.00
2014 01 07 14 48 238  4.5 10.6 99.00 99.00 99.00 999 1003.3  26.3  28.9 999.0 99.0 99.00
2014 01 07 14 54 232  3.7  9.3 99.00 99.00 99.00 999 1003.4  26.2  28.9 999.0 99.0 99.00
2014 01 07 15 00 238  5.3 12.8 99.00 99.00 99.00 999 1003.4  26.4  28.9 999.0 99.0 99.00
2014 01 07 15 06 241  3.8 12.6 99.00 99.00 99.00 999 1003.5  26.4  28.9 999.0 99.0 99.00
2014 01 07 15 12 177  4.5 11.8 99.00 99.00 99.00 999 1003.5  26.5  28.9 999.0 99.0 99.00
2014 01 07 15 18 243  5.0 11.3 99.00 99.00 99.00 999 1003.7  26.0  28.9 999.0 99.0 99.00
2014 01 07 15 24 225  4.1 11.0 99.00 99.00 99.00 999 1003.8  26.0  28.9 999.0 99.0 99.00
2014 01 07 15 30 231  5.2 11.3 99.00 99.00 99.00 999 1004.0  26.1  28.9 999.0 99.0 99.00
2014 01 07 15 36 238  5.9 10.5 99.00 99.00 99.00 999 1003.8  26.0  28.9 999.0 99.0 99.00
2014 01 07 15 42 247  6.3 11.8 99.00 99.00 99.00 999 1003.9  26.2  28.9 999.0 99.0 99.00
2014 01 07 15 48 224  6.8 14.3 99.00 99.00 99.00 999 1003.8  26.3  28.9 999.0 99.0 99.00
2014 01 07 15 54 235  7.5 12.0 99.00 99.00 99.00 999 1003.8  26.5  28.9 999.0 99.0 99.00
2014 01 07 16 00 230  6.2 13.1 99.00 99.00 99.00 999 1003.8  26.6  28.9 999.0 99.0 99.00
2014 01 07 16 06 237  6.4 11.4 99.00 99.00 99.00 999 1004.0  26.7  28.9 999.0 99.0 99.00
2014 01 07 16 12 233  6.8 12.6 99.00 99.00 99.00 999 1004.0  26.8  28.9 999.0 99.0 99.00
2014 01 07 16 18 244  6.0  9.0 99.00 99.00 99.00 999 1004.2  26.8  28.9 999.0 99.0 99.00
2014 01 07 16 24 240  6.4  9.7 99.00 99.00 99.00 999 1004.4  26.5  28.9 999.0 99.0 99.00
2014 01 07 16 30 245  7.3 11.4 99.00 99.00 99.00 999 1004.5  26.2  28.9 999.0 99.0 99.00
2014 01 07 16 36 241  7.1 11.3 99.00 99.00 99.00 999 1004.5  26.1  28.9 999.0 99.0 99.00
2014 01 07 16 42 229  6.3 10.0 99.00 99.00 99.00 999 1004.5  26.0  28.9 999.0 99.0 99.00
2014 01 07 16 48 205  6.6 15.1 99.00 99.00 99.00 999 1004.5  25.9  28.9 999.0 99.0 99.00
2014 01 07 16 54 244  6.2 11.9 99.00 99.00 99.00 999 1004.7  26.4  28.9 999.0 99.0 99.00
2014 01 07 17 00 239  6.8 12.0 99.00 99.00 99.00 999 1004.8  26.5  28.9 999.0 99.0 99.00
2014 01 07 17 06 244  7.2 12.5 99.00 99.00 99.00 999 1004.7  26.6  28.9 999.0 99.0 99.00
2014 01 07 17 12 221  2.4  9.4 99.00 99.00 99.00 999 1004.9  26.4  28.9 999.0 99.0 99.00
2014 01 07 17 18 243  6.9 11.0 99.00 99.00 99.00 999 1005.1  26.5  28.9 999.0 99.0 99.00
2014 01 07 17 24 250  7.2 10.6 99.00 99.00 99.00 999 1005.2  26.7  28.9 999.0 99.0 99.00
2014 01 07 17 30 245  7.8 13.6 99.00 99.00 99.00 999 1005.2  26.8  28.9 999.0 99.0 99.00
2014 01 07 17 36 197  3.6 15.4 99.00 99.00 99.00 999 1005.2  26.8  28.9 999.0 99.0 99.00
2014 01 07 17 42 250  6.1 11.1 99.00 99.00 99.00 999 1005.4  26.4  28.9 999.0 99.0 99.00
2014 01 07 17 48 244  7.7 11.9 99.00 99.00 99.00 999 1005.8  25.3  28.9 999.0 99.0 99.00
2014 01 07 17 54 243  7.1 13.7 99.00 99.00 99.00 999 1006.2  25.1  28.9 999.0 99.0 99.00
2014 01 07 18 00 254  6.2 14.4 99.00 99.00 99.00 999 1006.1  25.5  28.9 999.0 99.0 99.00
2014 01 07 18 06 247  6.9 13.0 99.00 99.00 99.00 999 1005.9  25.6  28.9 999.0 99.0 99.00
2014 01 07 18 12 244  7.9 12.0 99.00 99.00 99.00 999 1005.8  25.8  28.9 999.0 99.0 99.00
2014 01 07 18 18 242  5.3 12.1 99.00 99.00 99.00 999 1005.8  26.1  28.9 999.0 99.0 99.00
2014 01 07 18 24 241  7.0 13.3 99.00 99.00 99.00 999 1005.8  26.2  28.9 999.0 99.0 99.00
2014 01 07 18 30 242  5.8  9.2 99.00 99.00 99.00 999 1005.8  26.3  28.9 999.0 99.0 99.00
2014 01 07 18 36 222  2.7 11.8 99.00 99.00 99.00 999 1005.9  26.5  28.9 999.0 99.0 99.00
2014 01 07 18 42 240  4.3  8.3 99.00 99.00 99.00 999 1005.8  26.5  29.0 999.0 99.0 99.00
2014 01 07 18 48 244  6.3 11.1 99.00 99.00 99.00 999 1005.8  26.6  29.0 999.0 99.0 99.00
2014 01 07 18 54 244  5.1 10.1 99.00 99.00 99.00 999 1005.8  26.6  29.0 999.0 99.0 99.00
2014 01 07 19 00 239  4.7  8.4 99.00 99.00 99.00 999 1005.9  26.7  29.0 999.0 99.0 99.00
2014 01 07 19 06 242  3.7  9.2 99.00 99.00 99.00 999 1005.9  26.7  29.0 999.0 99.0 99.00
2014 01 07 19 12 222  5.4  9.9 99.00 99.00 99.00 999 1005.9  26.8  29.0 999.0 99.0 99.00
2014 01 07 19 18 229  3.2 10.6 99.00 99.00 99.00 999 1005.9  26.2  29.0 999.0 99.0 99.00
2014 01 07 19 24 245  5.3 11.9 99.00 99.00 99.00 999 1005.9  26.6  29.0 999.0 99.0 99.00
2014 01 07 19 30 167  2.5 10.0 99.00 99.00 99.00 999 1006.0  26.6  29.0 999.0 99.0 99.00
2014 01 07 19 36 236  6.4 12.5 99.00 99.00 99.00 999 1006.1  26.4  29.0 999.0 99.0 99.00
2014 01 07 19 42 238  7.3 11.0 99.00 99.00 99.00 999 1006.0  26.0  29.0 999.0 99.0 99.00
2014 01 07 19 48 232  6.8 11.0 99.00 99.00 99.00 999 1005.9  25.9  29.0 999.0 99.0 99.00
2014 01 07 19 54 238  5.7  9.6 99.00 99.00 99.00 999 1006.1  25.6  29.0 999.0 99.0 99.00
2014 01 07 20 00 236  4.9 10.9 99.00 99.00 99.00 999 1006.2  25.3  29.0 999.0 99.0 99.00
2014 01 07 20 06 265  4.7  8.6 99.00 99.00 99.00 999 1006.2  25.1  29.0 999.0 99.0 99.00
2014 01 07 20 12 271  4.0 11.3 99.00 99.00 99.00 999 1006.1  25.1  29.0 999.0 99.0 99.00
2014 01 07 20 18 297  2.9  7.6 99.00 99.00 99.00 999 1006.0  25.0  29.0 999.0 99.0 99.00
2014 01 07 20 24 265  3.7  9.0 99.00 99.00 99.00 999 1006.0  25.0  29.0 999.0 99.0 99.00
2014 01 07 20 30 282  3.8 10.5 99.00 99.00 99.00 999 1005.9  25.3  29.0 999.0 99.0 99.00
2014 01 07 20 36 281  5.4  9.9 99.00 99.00 99.00 999 1005.9  25.5  29.0 999.0 99.0 99.00
2014 01 07 20 42 291  4.9  7.7 99.00 99.00 99.00 999 1005.9  25.7  29.0 999.0 99.0 99.00
2014 01 07 20 48 271  3.6  6.4 99.00 99.00 99.00 999 1005.9  26.0  29.0 999.0 99.0 99.00
2014 01 07 20 54 288  3.7  5.7 99.00 99.00 99.00 999 1005.9  26.0  29.0 999.0 99.0 99.00
2014 01 07 21 00 270  3.5  5.2 99.00 99.00 99.00 999 1005.9  25.9  29.0 999.0 99.0 99.00
2014 01 07 21 06 278  3.5  6.2 99.00 99.00 99.00 999 1005.9  25.9  29.0 999.0 99.0 99.00
2014 01 07 21 12 259  4.7  8.2 99.00 99.00 99.00 999 1005.9  26.1  29.0 999.0 99.0 99.00
2014 01 07 21 18 278  3.5  6.4 99.00 99.00 99.00 999 1006.0  26.4  29.0 999.0 99.0 99.00
2014 01 07 21 24 266  3.8  6.7 99.00 99.00 99.00 999 1006.0  26.6  29.0 999.0 99.0 99.00
2014 01 07 21 30 281  4.1  7.5 99.00 99.00 99.00 999 1006.0  26.7  29.0 999.0 99.0 99.00
2014 01 07 21 36 259  2.8  6.9 99.00 99.00 99.00 999 1005.9  27.0  29.0 999.0 99.0 99.00
2014 01 07 21 42 276  4.9  9.0 99.00 99.00 99.00 999 1005.9  27.0  29.0 999.0 99.0 99.00
2014 01 07 21 48 277  4.8  7.7 99.00 99.00 99.00 999 1005.9  27.0  29.0 999.0 99.0 99.00
2014 01 07 21 54 270  4.0  7.8 99.00 99.00 99.00 999 1005.9  27.1  29.0 999.0 99.0 99.00
2014 01 07 22 00 273  3.7  6.2 99.00 99.00 99.00 999 1005.8  27.1  29.0 999.0 99.0 99.00
2014 01 07 22 06 276  4.7  7.2 99.00 99.00 99.00 999 1005.7  27.0  29.0 999.0 99.0 99.00
2014 01 07 22 12 295  5.6  9.8 99.00 99.00 99.00 999 1005.6  26.8  29.0 999.0 99.0 99.00
2014 01 07 22 18 306  5.7  8.3 99.00 99.00 99.00 999 1005.6  26.8  29.0 999.0 99.0 99.00
2014 01 07 22 24 309  4.0  8.5 99.00 99.00 99.00 999 1005.5  26.9  29.0 999.0 99.0 99.00
2014 01 07 22 30 303  5.8  7.9 99.00 99.00 99.00 999 1005.4  26.9  29.0 999.0 99.0 99.00
2014 01 07 22 36 303  4.5  7.1 99.00 99.00 99.00 999 1005.4  27.0  29.0 999.0 99.0 99.00
2014 01 07 22 42 317  3.7  6.4 99.00 99.00 99.00 999 1005.3  27.2  29.0 999.0 99.0 99.00
2014 01 07 22 48 291  4.7  6.8 99.00 99.00 99.00 999 1005.3  27.0  29.0 999.0 99.0 99.00
2014 01 07 22 54 308  4.2  7.9 99.00 99.00 99.00 999 1005.2  27.1  29.0 999.0 99.0 99.00
2014 01 07 23 00 288  5.2  6.8 99.00 99.00 99.00 999 1005.2  27.1  29.0 999.0 99.0 99.00
2014 01 07 23 06 278  2.3  6.7 99.00 99.00 99.00 999 1005.1  27.3  29.0 999.0 99.0 99.00
2014 01 07 23 12 282  3.8  5.2 99.00 99.00 99.00 999 1005.1  27.4  29.0 999.0 99.0 99.00
2014 01 07 23 18 295  4.3  7.1 99.00 99.00 99.00 999 1005.1  27.2  29.0 999.0 99.0 99.00
2014 01 07 23 24 267  2.4  6.7 99.00 99.00 99.00 999 1005.1  27.5  29.0 999.0 99.0 99.00
2014 01 07 23 30 266  3.9  8.6 99.00 99.00 99.00 999 1005.1  27.5  29.0 999.0 99.0 99.00
2014 01 07 23 36 278  4.3  8.3 99.00 99.00 99.00 999 1005.0  27.5  29.0 999.0 99.0 99.00
2014 01 07 23 42 258  3.2  5.7 99.00 99.00 99.00 999 1004.9  27.7  29.0 999.0 99.0 99.00
2014 01 07 23 48 269  3.4  6.8 99.00 99.00 99.00 999 1004.9  27.5  29.0 999.0 99.0 99.00
2014 01 07 23 54 265  4.6  8.6 99.00 99.00 99.00 999 1004.8  27.6  29.0 999.0 99.0 99.00
2014 01 08 00 00 273  5.4  9.0 99.00 99.00 99.00 999 1004.8  27.7  29.0 999.0 99.0 99.00
2014 01 08 00 06 242  4.7  8.3 99.00 99.00 99.00 999 1004.7  27.9  29.0 999.0 99.0 99.00
2014 01 08 00 12 263  3.3  7.0 99.00 99.00 99.00 999 1004.5  28.0  29.0 999.0 99.0 99.00
2014 01 08 00 18 254  4.6  7.2 99.00 99.00 99.00 999 1004.5  27.8  29.0 999.0 99.0 99.00
2014 01 08 00 24 283  7.2 10.8 99.00 99.00 99.00 999 1004.5  27.3  29.0 999.0 99.0 99.00
2014 01 08 00 30 289  5.4 10.2 99.00 99.00 99.00 999 1004.5  27.2  29.0 999.0 99.0 99.00
2014 01 08 00 36 285  3.9  8.1 99.00 99.00 99.00 999 1004.4  27.5  29.0 999.0 99.0 99.00
2014 01 08 00 42 285  4.0  8.3 99.00 99.00 99.00 999 1004.4  27.4  29.0 999.0 99.0 99.00
2014 01 08 00 48 286  4.4  9.0 99.00 99.00 99.00 999 1004.2  27.6  29.0 999.0 99.0 99.00
2014 01 08 00 54 295  5.2  8.2 99.00 99.00 99.00 999 1004.3  27.1  29.0 999.0 99.0 99.00
2014 01 08 01 00 292  4.9  8.0 99.00 99.00 99.00 999 1004.2  27.0  29.0 999.0 99.0 99.00
2014 01 08 01 06 290  5.2  7.8 99.00 99.00 99.00 999 1004.3  27.0  29.0 999.0 99.0 99.00
2014 01 08 01 12 301  4.5  7.0 99.00 99.00 99.00 999 1004.2  26.9  29.0 999.0 99.0 99.00
2014 01 08 01 18 273  3.7  8.3 99.00 99.00 99.00 999 1004.0  26.9  29.0 999.0 99.0 99.00
2014 01 08 01 24 273  5.1  7.5 99.00 99.00 99.00 999 1004.1  26.8  29.0 999.0 99.0 99.00
2014 01 08 01 30 273  4.8  7.7 99.00 99.00 99.00 999 1004.1  26.7  29.0 999.0 99.0 99.00
2014 01 08 01 36 276  4.3  7.9 99.00 99.00 99.00 999 1004.1  26.5  29.0 999.0 99.0 99.00
2014 01 08 01 42 247  3.5  8.0 99.00 99.00 99.00 999 1004.0  26.4  29.0 999.0 99.0 99.00
2014 01 08 01 48 247  2.5  6.9 99.00 99.00 99.00 999 1003.9  26.2  29.0 999.0 99.0 99.00
2014 01 08 01 54 269  3.4  9.5 99.00 99.00 99.00 999 1004.0  26.0  29.0 999.0 99.0 99.00
2014 01 08 02 00 254  3.8  6.0 99.00 99.00 99.00 999 1003.8  25.9  29.0 999.0 99.0 99.00
2014 01 08 02 06 248  4.7 10.0 99.00 99.00 99.00 999 1003.8  25.9  29.0 999.0 99.0 99.00
2014 01 08 02 12 232  4.0  8.0 99.00 99.00 99.00 999 1003.8  26.0  29.0 999.0 99.0 99.00
2014 01 08 02 18 224  4.5  7.1 99.00 99.00 99.00 999 1003.8  26.0  29.0 999.0 99.0 99.00
2014 01 08 02 24 228  2.8  5.4 99.00 99.00 99.00 999 1003.8  26.0  29.0 999.0 99.0 99.00
2014 01 08 02 30 218  1.5  7.0 99.00 99.00 99.00 999 1003.8  26.2  29.0 999.0 99.0 99.00
2014 01 08 02 36 224  1.7  4.1 99.00 99.00 99.00 999 1003.8  26.3  29.0 999.0 99.0 99.00
2014 01 08 02 42 251  2.9  5.9 99.00 99.00 99.00 999 1003.7  26.4  29.0 999.0 99.0 99.00
2014 01 08 02 48 233  2.3  4.6 99.00 99.00 99.00 999 1003.7  26.4  29.0 999.0 99.0 99.00
2014 01 08 02 54 276  1.6  2.6 99.00 99.00 99.00 999 1003.7  26.4  29.0 999.0 99.0 99.00
2014 01 08 03 00 225  3.3  7.5 99.00 99.00 99.00 999 1003.5  26.6  29.0 999.0 99.0 99.00
2014 01 08 03 06 256  2.4  6.5 99.00 99.00 99.00 999 1003.5  26.7  29.0 999.0 99.0 99.00
2014 01 08 03 12 236  3.1  6.7 99.00 99.00 99.00 999 1003.4  26.7  29.0 999.0 99.0 99.00
