"Date Time, GMT-11:00",Timu1daily
2013-10-06,1.524
2013-10-07,2.54
2013-10-08,0.254
2013-10-09,0.508
2013-10-10,72.39000000000007
2013-10-11,9.905999999999993
2013-10-12,0.254
2013-10-13,4.571999999999999
2013-10-14,1.524
2013-10-15,43.94199999999998
2013-10-16,0.0
2013-10-17,1.27
2013-10-18,2.794
2013-10-19,23.87600000000002
2013-10-20,9.905999999999992
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,1.016
2013-10-25,0.0
2013-10-26,0.0
2013-10-27,0.0
2013-10-28,0.0
2013-10-29,0.254
2013-10-30,10.41399999999999
2013-10-31,39.37000000000002
2013-11-01,1.27
2013-11-02,3.556
2013-11-03,0.0
2013-11-04,0.0
2013-11-05,0.0
2013-11-06,0.0
2013-11-07,0.0
2013-11-08,0.762
2013-11-09,7.365999999999996
2013-11-10,3.81
2013-11-11,3.048
2013-11-12,1.27
2013-11-13,38.35399999999997
2013-11-14,0.0
2013-11-15,0.0
2013-11-16,0.0
2013-11-17,0.0
2013-11-18,9.398
2013-11-19,0.0
2013-11-20,10.159999999999995
2013-11-21,5.587999999999997
2013-11-22,3.302
2013-11-23,0.254
2013-11-24,48.259999999999984
2013-11-25,0.0
2013-11-26,0.0
2013-11-27,0.508
2013-11-28,10.921999999999993
2013-11-29,0.0
2013-11-30,24.384000000000018
2013-12-01,19.55799999999999
2013-12-02,0.254
2013-12-03,5.587999999999999
2013-12-04,1.27
2013-12-05,5.587999999999997
2013-12-06,19.304000000000006
2013-12-07,17.77999999999999
2013-12-08,0.508
2013-12-09,47.75199999999996
2013-12-10,24.129999999999995
2013-12-11,40.63999999999995
2013-12-12,2.032
2013-12-13,17.526000000000007
2013-12-14,8.127999999999997
2013-12-15,0.254
2013-12-16,2.54
2013-12-17,6.603999999999999
2013-12-18,3.302
2013-12-19,0.0
2013-12-20,6.349999999999996
2013-12-21,6.603999999999997
2013-12-22,0.0
2013-12-23,0.0
2013-12-24,19.557999999999993
2013-12-25,3.302
2013-12-26,2.032
2013-12-27,1.016
2013-12-28,0.0
2013-12-29,0.0
2013-12-30,8.127999999999998
2013-12-31,42.67200000000002
2014-01-01,88.39200000000027
2014-01-02,60.45199999999993
2014-01-03,51.053999999999974
2014-01-04,32.511999999999986
2014-01-05,3.556
2014-01-06,38.607999999999976
2014-01-07,32.25800000000006
2014-01-08,29.464000000000052
2014-01-09,29.21000000000005
2014-01-10,2.54
2014-01-11,1.27
2014-01-12,0.508
2014-01-13,0.508
2014-01-23,1.27
2014-01-24,11.175999999999995
2014-01-25,44.449999999999896
2014-01-26,33.782000000000004
2014-01-27,5.587999999999999
2014-01-28,0.508
2014-01-29,0.762
2014-01-30,4.825999999999999
2014-01-31,6.35
2014-02-01,1.016
2014-02-02,3.048
2014-02-03,0.508
2014-02-04,0.0
2014-02-05,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-08,25.146
2014-02-09,26.41600000000002
2014-02-10,0.0
2014-02-11,0.0
2014-02-12,3.048
2014-02-13,2.032
2014-02-14,25.90800000000001
2014-02-15,17.272000000000006
2014-02-16,2.286
2014-02-17,4.064
2014-02-18,13.461999999999994
2014-02-19,2.032
2014-02-20,29.97200000000002
2014-02-21,51.56199999999997
2014-02-22,0.254
2014-02-23,0.762
2014-02-24,30.73400000000005
2014-02-25,30.480000000000036
2014-02-26,45.46599999999996
2014-02-27,35.814000000000014
2014-02-28,0.254
2014-03-01,5.079999999999998
2014-03-02,6.603999999999997
2014-03-03,8.635999999999997
2014-03-04,3.556
2014-03-05,0.0
2014-03-06,47.24399999999998
2014-03-07,1.016
2014-03-08,7.619999999999996
2014-03-09,4.318
2014-03-10,2.032
2014-03-11,0.0
2014-03-12,0.508
2014-03-13,52.323999999999984
2014-03-14,29.97200000000001
2014-03-15,3.048
2014-03-16,1.016
2014-03-17,6.35
2014-03-18,0.254
2014-03-19,0.254
2014-03-20,4.825999999999999
2014-03-21,0.0
2014-03-22,0.0
2014-03-23,10.16
2014-03-24,19.05
2014-03-25,0.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,8.636
2014-03-29,0.254
2014-03-30,0.0
2014-03-31,0.0
2014-04-01,43.687999999999924
2014-04-02,0.0
2014-04-03,1.27
2014-04-04,2.54
2014-04-05,0.0
2014-04-06,61.72199999999992
2014-04-07,5.587999999999997
2014-04-08,21.336
2014-04-09,15.239999999999984
2014-04-10,8.381999999999993
2014-04-11,15.747999999999996
2014-04-12,4.064
2014-04-13,1.016
2014-04-14,6.095999999999998
2014-04-15,10.159999999999993
2014-04-16,9.905999999999997
2014-04-17,22.098000000000006
2014-04-18,19.304
2014-04-19,38.35400000000003
2014-04-20,4.825999999999999
2014-04-21,0.0
2014-04-22,0.0
2014-04-23,0.0
2014-04-24,1.27
2014-04-25,33.02000000000004
2014-04-26,19.05
2014-04-27,26.924000000000042
2014-04-28,39.62399999999996
2014-04-29,18.287999999999997
2014-04-30,37.083999999999975
2014-05-01,1.27
2014-05-02,0.254
2014-05-03,0.508
2014-05-04,0.0
2014-05-05,0.0
2014-05-06,9.90599999999999
2014-05-07,0.254
2014-05-08,0.0
2014-05-09,1.016
2014-05-10,7.1119999999999965
2014-05-11,3.302
2014-05-12,3.556
2014-05-13,2.032
2014-05-14,1.524
2014-05-15,0.0
2014-05-16,2.032
2014-05-17,0.0
2014-05-18,8.381999999999998
2014-05-19,42.925999999999966
2014-05-20,13.461999999999996
2014-05-21,1.27
2014-05-22,63.24599999999996
2014-05-23,12.953999999999992
2014-05-24,7.873999999999997
2014-05-25,6.857999999999999
2014-05-26,5.08
2014-05-27,0.0
2014-05-28,6.349999999999998
2014-05-29,14.98599999999999
2014-05-30,0.0
2014-05-31,4.825999999999999
2014-06-01,2.54
2014-06-02,0.0
2014-06-03,11.42999999999999
2014-06-04,2.032
2014-06-05,60.4519999999999
2014-06-06,16.763999999999996
2014-06-07,2.794
2014-06-08,1.27
2014-06-09,0.0
2014-06-10,5.841999999999997
2014-06-11,8.381999999999993
2014-06-12,0.254
2014-06-13,9.905999999999993
2014-06-14,0.762
2014-06-15,14.223999999999991
2014-06-16,19.304000000000002
2014-06-17,21.081999999999997
2014-06-18,4.318
2014-06-19,0.508
2014-06-20,2.54
2014-06-21,1.016
2014-06-22,0.0
2014-06-23,7.619999999999997
2014-06-24,0.254
2014-06-25,0.0
2014-06-26,6.349999999999996
2014-06-27,4.825999999999999
2014-06-28,0.0
2014-06-29,0.0
2014-06-30,0.0
2014-07-01,0.0
2014-07-02,3.81
2014-07-03,65.53199999999994
2014-07-04,9.39799999999999
2014-07-05,37.083999999999975
2014-07-06,18.79600000000001
2014-07-07,3.556
2014-07-08,2.54
2014-07-09,13.715999999999987
2014-07-10,1.524
2014-07-11,0.0
2014-07-12,0.0
2014-07-13,5.587999999999997
2014-07-14,0.254
2014-07-15,4.825999999999999
2014-07-16,0.0
2014-07-17,1.778
2014-07-18,0.0
2014-07-19,0.508
2014-07-20,0.0
2014-07-21,0.0
2014-07-22,0.0
2014-07-23,8.381999999999993
2014-07-24,4.825999999999999
2014-07-25,0.762
2014-07-26,0.0
2014-07-27,8.635999999999992
2014-07-28,2.032
2014-07-29,325.62800000000215
2014-07-30,55.62599999999989
2014-07-31,154.43199999999987
2014-08-01,7.8740000000000006
2014-08-02,22.09800000000001
2014-08-03,3.302
2014-08-04,4.064
2014-08-05,1.778
2014-08-06,2.794
2014-08-07,2.54
2014-08-08,0.254
2014-08-09,1.016
2014-08-10,0.0
2014-08-11,3.81
2014-08-12,7.365999999999994
2014-08-13,0.0
2014-08-14,0.508
