"","bt","qft"
"1",92.5,-1.03133406806546
"2",93.9360187775524,24.0639812224476
"3",95.225661119236,15.774338880764
"4",96.4090002071683,19.5909997928317
"5",97.5035888635057,13.4964111364943
"6",98.5228509487428,17.4771490512572
"7",99.4775064284132,16.5224935715868
"8",100.363755204135,22.6362447958647
"9",101.178601491082,11.8213985089179
"10",101.924540105199,14.0754598948008
"11",102.607629103027,8.39237089697252
"12",103.23716238905,9.76283761094959
"13",103.819480678622,7.18051932137837
"14",104.358019627725,6.64198037227499
"15",104.863199405646,11.1368005943544
"16",105.346838356472,7.65316164352778
"17",105.804329954079,7.19567004592126
"18",106.227292720698,16.7727072793025
"19",106.614412740731,16.3855872592689
"20",106.964594626679,6.03540537332059
"21",107.278289092178,5.72171090782155
"22",107.560229910265,3.43977008973494
"23",107.825243916995,8.17475608300481
"24",108.078900824823,7.92109917517729
"25",108.313536777159,7.68646322284118
"26",108.526679860505,4.47332013949504
"27",108.718416651572,4.28158334842769
"28",108.891149404272,2.10885059572777
"29",109.049313198952,1.95068680104819
"30",109.20967720903,11.7903227909696
"31",109.38458659077,8.61541340923027
"32",109.557477567289,6.44252243271072
"33",109.713194712886,11.2868052871138
"34",109.850179528845,4.14982047115524
"35",109.967759389186,3.03224061081401
"36",110.06663856781,2.93336143219047
"37",110.147679737724,2.85232026227618
"38",110.214416257395,0.785583742605468
"39",110.273598709965,5.72640129003506
"40",110.328342478593,0.671657521407425
"41",110.385748042698,5.61425195730186
"42",110.456602095746,3.54339790425422
"43",110.538564458096,2.46143554190391
"44",110.625351579305,3.37464842069471
"45",110.729841207256,12.2701587927437
"46",110.893889788381,25.1061102116189
"47",111.164225725546,29.8357742744537
"48",111.571795642077,40.4282043579229
"49",112.033773148883,20.9662268511166
"50",112.450714831689,31.5492851683113
"51",112.815161260773,28.184838739227
"52",113.120302029742,25.8796979702582
"53",113.360213188625,19.6397868113747
"54",113.530696859734,19.4693031402662
"55",113.628982484341,14.3710175156587
"56",113.48755695968,14.51244304032
"57",113,0
"58",113.003964261897,12.9960357381034
"59",113.008893930272,14.9911060697276
"60",112.884302725177,8.11569727482328
"61",112.682540000085,3.31745999991452
"62",112.555669507588,0.444330492411822
"63",112.519642710906,0.48035728909386
"64",112.47613401179,3.52386598820958
"65",112.415757208692,3.58424279130766
"66",112.330543794026,5.6694562059745
"67",112.251761555196,0.748238444803505
"68",112.191093573185,0.808906426814602
"69",112.113344403444,8.88665559655632
"70",111.998277733453,6.00172226654739
"71",111.842153292922,6.15784670707825
"72",111.64858248728,6.35141751271972
"73",111.419428737305,4.5805712626953
"74",111.22749609375,1.77250390624998
"75",111.07921875,4.92078124999999
"76",111,0
"77",111,0
"78",111.02109375,14.97890625
"79",111.1318359375,35.8681640625
"80",111.376316894531,19.6236831054687
"81",111.725415380859,24.2745846191406
"82",112.131163892482,10.8688361075181
"83",112.537321150399,10.4626788496013
"84",112.909591805599,15.0904081944014
"85",113.247154179416,9.75284582058399
"86",113.549206940815,9.45079305918514
"87",113.815516978918,9.1844830210818
"88",114.045903092587,11.9540969074133
"89",114.239758612628,8.76024138737152
"90",114.396519319557,6.6034806804426
"91",114.523127402511,1.47687259748892
"92",114.634156519198,6.36584348080225
"93",114.736858452133,1.26314154786709
"94",114.831699536973,3.16830046302707
"95",114.91942754045,1.08057245955004
"96",115.010314224916,7.98968577508379
"97",115.123177376797,7.87682262320251
"98",115.328740538381,53.6712594616186
"99",115.798088852983,93.2019111470167
"100",116.653623254866,82.3463767451335
"101",117.813681996669,46.1863180033309
"102",119.115274046393,44.8847259536072
"103",120.496894077427,54.5031059225734
"104",121.965935187294,50.0340648127056
"105",123.512762601497,51.4872373985035
"106",125.11041376814,41.8895862318602
"107",126.715845470153,34.2841545298468
"108",128.282341339419,26.7176586605813
"109",129.772961197525,19.2270388024751
"110",131.164962406881,17.8350375931192
"111",132.456315528097,16.5436844719027
"112",133.671162767593,27.3288372324074
