month	day	year	mm precip
12	20	2011	1.5
12	21	2011	3057.9
12	22	2011	4.3
12	23	2011	0.0
12	24	2011	2726.6
12	25	2011	24171.9
12	26	2011	4600.2
12	27	2011	34470.3
12	28	2011	31998.2
12	29	2011	19451.1
12	30	2011	14.5
12	31	2011	0.0
01	01	2012	0.0
01	02	2012	6574.5
01	03	2012	7052.8
01	04	2012	51.1
01	05	2012	0.3
01	06	2012	1947.1
01	07	2012	1905.0
01	08	2012	10109.5
01	09	2012	2141.2
01	10	2012	9506.6
01	11	2012	92.8
01	12	2012	0.5
01	13	2012	0.0
01	14	2012	0.0
01	15	2012	294.3
01	16	2012	0.3
01	17	2012	618.5
01	18	2012	1663.3
01	19	2012	27264.6
01	20	2012	12788.9
01	21	2012	13.7
01	22	2012	0.0
01	23	2012	0.0
01	24	2012	0.0
01	25	2012	8227.4
01	26	2012	8179.0
01	27	2012	1303.3
01	28	2012	3.3
01	29	2012	11.8
01	30	2012	0.5
01	31	2012	0.0
02	01	2012	7376.7
02	02	2012	15119.2
02	03	2012	6988.9
02	04	2012	3941.6
02	05	2012	6282.0
02	06	2012	14933.9
02	07	2012	16859.0
02	08	2012	2237.5
02	09	2012	2.0
02	10	2012	0.0
02	11	2012	0.0
02	12	2012	0.0
02	13	2012	4984.3
02	14	2012	3082.1
02	15	2012	7.9
02	16	2012	0.0
02	17	2012	138.3
02	18	2012	24.9
02	19	2012	1080.4
02	20	2012	8.1
02	21	2012	2406.5
02	22	2012	37.4
02	23	2012	1147.6
02	24	2012	67337.2
02	25	2012	68.1
02	26	2012	0.0
02	27	2012	1.0
02	28	2012	0.0
02	29	2012	891.4
>>> 
