,Man_n,Q(m3/s),area(m2),r,stage(m),vel(m/s),wp(m)
2013-05-01 01:30:00,0.05497385722496289,3.245,2.05660752,0.35439953448697303,0.63,1.5778528999097885,5.80307624550674
2012-08-09 04:00:00,0.054791962312383355,3.372,2.1008035200000004,0.361817122912415,0.64,1.6051040238305505,5.806257877155641
2013-04-30 22:30:00,0.05461524549534233,3.501,2.1449995200000007,0.36919655759115944,0.65,1.6321190449811644,5.80991202625277
2012-05-26 02:30:00,0.0544434923851109,3.632,2.1891955200000006,0.37653652112088043,0.66,1.6588968727490834,5.814032363934222
2014-07-31 22:45:00,0.05513978079798089,3.473,2.2353727200000004,0.3477867128986323,0.67,1.5534749311759342,6.4274241570911705
2012-05-23 16:30:00,0.054947420753160246,3.615,2.2856647200000006,0.35546656751291983,0.68,1.5817790640486424,6.430041328477187
2013-06-05 11:45:00,0.05476059751810152,3.761,2.33595672,0.3631142914284095,0.69,1.6098596326075398,6.433116996885126
2012-05-23 19:30:00,0.05498229520891025,3.763,2.3867059200000003,0.3540597417933832,0.7,1.5766021976588267,6.740969498285399
2013-05-01 01:00:00,0.054789288796291684,3.918,2.44004592,0.3619274829657938,0.71,1.605508734744524,6.741808883937702
2012-05-23 15:30:00,0.05460177034665808,4.075,2.4933859199999997,0.36976638830664965,0.72,1.634201196878133,6.743138367493312
2013-04-23 14:45:00,0.05441950846598754,4.234,2.54672592,0.3775748982561812,0.73,1.662677763493434,6.744955588313684
2013-06-05 12:30:00,0.054242285025809814,4.397,2.6000659200000005,0.38535154410881745,0.74,1.690936841956653,6.747257042950323
2014-07-31 01:15:00,0.054069894004659176,4.561,2.6534059200000004,0.3930949527170564,0.75,1.7189770858467661,6.750038131143038
2013-05-01 00:15:00,0.05390214047388734,4.728,2.7067459200000004,0.4008038498159664,0.76,1.7467974077534465,6.753293216227422
2013-04-30 23:15:00,0.053738839709625556,4.897,2.7600859200000007,0.4084770619732633,0.77,1.7743969867801566,6.757015697935717
2014-07-29 17:00:00,0.053579816414422964,5.069,2.8134259200000007,0.41611351721440887,0.78,1.8017752710801,6.761198095255194
2014-01-08 19:30:00,0.05342490403369,5.243,2.8667659200000006,0.4237122444109255,0.79,1.8289319758702085,6.765832136821016
2013-04-23 16:00:00,0.053273944153587424,5.419,2.9201059200000006,0.4312723715513349,0.8,1.8558670774576551,6.770908856266525
2013-04-30 23:00:00,0.053126785968451,5.598,2.9734459200000005,0.43879312303680457,0.81,1.8825808038719525,6.776418690022627
2012-05-23 15:45:00,0.0529832858072347,5.778,3.0267859200000005,0.4462738161574446,0.82,1.9090736227234768,6.782351575231463
2013-06-05 09:00:00,0.05284330670978932,5.961,3.0801259200000004,0.4537138569106629,0.83,1.9353462269086124,6.788697045694337
2013-04-23 15:00:00,0.05343264138177062,5.729,3.1345632000000005,0.4233289156160158,0.84,1.8275640502907047,7.404557270647756
2013-06-05 14:15:00,0.05327740751729745,5.926,3.1939992000000004,0.4310971802396205,0.85,1.8552438400494498,7.409000444458143
2014-07-31 21:15:00,0.05345784133324801,5.936,3.2562088800000004,0.4220832288243885,0.86,1.823117278646866,7.714613274423124
2013-04-23 15:45:00,0.0536278839120258,5.952,3.3187081200000006,0.41378793889843984,0.87,1.7934468828824999,8.020311391469882
2014-07-29 13:15:00,0.05346118463317311,6.168,3.3842401200000007,0.4219182821434834,0.88,1.822528292298063,8.021079586328778
2013-06-05 09:30:00,0.05314034017530817,6.609,3.5153041200000006,0.43809408817125106,0.9,1.8801011956243128,8.02408481400431
2013-06-05 14:00:00,0.05298588653073969,6.834,3.5808361200000007,0.4461369300273349,0.91,1.908589536538621,8.026316314546303
2014-07-29 12:45:00,0.05314633424014728,6.855,3.6480750000000004,0.43778536661347817,0.92,1.8790058838750028,8.333021791523002
2013-04-30 22:45:00,0.052989986235137496,7.091,3.716655000000001,0.44592124563020746,0.93,1.907826734722147,8.334778924353248
2014-07-29 15:00:00,0.052837468739371646,7.33,3.785235,0.454027263344996,0.94,1.9364512948202142,8.33702137645369
2014-07-29 12:30:00,0.05298878121858158,7.621,3.9939010800000005,0.4459846286884917,0.97,1.9080509055174761,8.95524379785213
2013-06-05 13:45:00,0.05283394817172925,7.881,4.068577080000001,0.454216383381102,0.98,1.9371180661822978,8.957354311428118
2013-04-23 15:15:00,0.052682849631945604,8.146,4.143253080000001,0.4624199831935436,0.99,1.965995102840456,8.95993519005398
2013-06-05 09:15:00,0.052521865228123736,8.729,4.37043576,0.4713500695151497,1.02,1.9973286733736741,9.272165302734786
2013-06-05 13:00:00,0.052232086157065,9.302,4.525883760000001,0.48793377543440714,1.04,2.0552461490237715,9.275610723956564
2014-07-29 12:00:00,0.05209662348690459,9.592,4.604918400000001,0.49591769333153274,1.05,2.0830072733690583,9.285650546292374
2014-07-29 14:45:00,0.051964840891012685,9.886,4.6841664000000005,0.5038304885918514,1.06,2.110444757260647,9.297107868743137
2014-07-29 15:45:00,0.05183589423691178,10.183,4.763414400000001,0.5117151053531099,1.07,2.1377103356840244,9.308723448202684
2013-06-05 13:15:00,0.05146510192638222,11.095,5.001158400000001,0.5351976819039386,1.1,2.2184889638277085,9.344506841301394
2014-07-29 14:30:00,0.05123039271023413,11.72,5.159654400000001,0.5507080503503174,1.12,2.2715060216093637,9.369128337088648
2014-07-29 14:15:00,0.05078810427779747,13.01,5.4766464,0.5813757865680044,1.16,2.375581410440361,9.420148768716203
2014-07-29 14:00:00,0.050953702277618945,13.388,5.73142872,0.5696669829091463,1.19,2.335960966877922,10.061016158477418
2014-07-29 13:45:00,0.05084185977047347,13.743,5.81677272,0.5775446013048084,1.2,2.3626327404414598,10.071555870938019
